NAME,T_XL320,T_XM430,DXL#0,DXL#1,DXL#2,DXL#3,DXL#4,DXL#5,DXL#6,DXL#7,DXL#8,DXL#9,DXL#10,DXL#11,DXL#12,DXL#13,DXL#14,DXL#15,DXL#16,DXL#17,DXL#18,DXL#19,DXL#20,DXL#21,DXL#22,DXL#23,DXL#24,DXL#25,DXL#26
PASANG MASKER,100,1000,143,150,149,150,150,237,58,150,150,150,150,150,150,180,180,180,180,184,175,209,150,114,245,144,215,184,175
PASANG MASKER,100,1000,143,150,149,150,150,237,150,66,150,150,150,150,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PASANG MASKER,100,1000,143,150,120,178,150,218,150,37,150,150,150,150,150,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PASANG MASKER,100,1000,143,150,120,178,150,212,150,37,150,150,150,150,150,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
